,Region_Code,Division_Code,Municipality_Code,Full_Division_Code,Full_Municipality_Code,BEIS_School_ID,Implementing_Unit,Modified_COC,School_Type,Enroll_G7_M,Enroll_G7_F,Enroll_G8_M,Enroll_G8_F,Enroll_G9_M,Enroll_G9_F,Enroll_G10_M,Enroll_G10_F,Enroll_SNEd_NGJHS_M,Enroll_SNEd_NGJHS_F,Enroll_Total_JHS_M,Enroll_Total_JHS_F,Enroll_Total_JHS_All,Dropout_Rate_G7_M,Dropout_Rate_G7_F,Dropout_Rate_G8_M,Dropout_Rate_G8_F,Dropout_Rate_G9_M,Dropout_Rate_G9_F,Dropout_Rate_G10_M,Dropout_Rate_G10_F,Dropout_Rate_SNEd_NGJHS_M,Dropout_Rate_SNEd_NGJHS_F,Dropout_Rate_Total_JHS_M,Dropout_Rate_Total_JHS_F,Dropout_Rate_Total_JHS_All,JHS_Instructional_Rooms,JHS_Classroom_Ratio,JHS_Seats,JHS_Seat_Ratio,JHS_Toilet,JHS_Toilet_Ratio,JHS_Computer,JHS_Computer_Ratio,JHS_Teacher,JHS_Teacher_Ratio,Cancel_2016,Cancel_2017,Cancel_2018,Cancel_2019,Cancel_2020,Cancel_2021,Cancel_2022,Cancel_2023,Cancel_Total_20162023,Cancel_Average_20162023,Pilot_Cancel,Pilot_Ratio,Pilot_Shift
306,1,9,7,109,10907,300320,0,2,1,31,37,25,28,26,31,36,30,0,0,118,126,244,0,0,0,0,0.0769,0.0323,0.0556,0,0,0,0.0339,0.0079,0.0205,4,55,287,1,7,33,96,2.541666667,12,20.33,3,0,6,7,2,2,13,6,39,5,1,0,0
307,1,9,7,109,10907,300325,0,2,1,407,381,370,375,440,422,521,485,0,0,1738,1663,3401,0.0172,0.0079,0.0054,0.008,0.0091,0.0118,0.025,0.0041,0,0,0.015,0.0078,0.0115,89,38.16,-999,1,79,42.89,92,36.9673913,146,23.29,3,0,6,7,2,2,13,6,39,5,1,0,0
308,1,9,8,109,10908,300326,1,2,1,583,640,609,635,664,650,764,725,0,0,2620,2650,5270,0.0497,0.0156,0.0476,0.0236,0.0512,0.02,0.0484,0.0207,0,0,0.0492,0.02,0.0345,128,41.26,-999,1,167,31.52,231,22.81385281,234,22.52,3,0,6,7,2,2,13,6,39,5,1,0,0
309,1,9,8,109,10908,300304,1,2,1,57,42,59,57,65,48,66,39,0,0,247,186,433,0.0175,0,0,0,0.0769,0.0625,0.0606,0,0,0,0.0405,0.0161,0.03,11,41.2,291,1,10,44.14,1,433,23,18.83,3,0,6,7,2,2,13,6,39,5,1,0,0
310,1,9,9,109,10909,300331,1,2,1,76,74,80,84,100,111,126,109,0,0,382,378,760,0.0132,0.0135,0,0,0.04,0.018,0.0159,0.0183,0,0,0.0183,0.0132,0.0158,13,56.95,981,1,17,44.3,165,4.606060606,27,28.15,3,0,6,7,2,2,13,6,39,5,1,0,0
311,1,9,9,109,10909,300343,0,2,1,12,12,25,16,18,22,26,27,0,0,81,77,158,0,0,0,0,0.0556,0,0,0,0,0,0.0123,0,0.0063,6,24.9,113,1,6,24.9,112,1.410714286,10,15.8,3,0,6,7,2,2,13,6,39,5,1,0,0
312,1,9,9,109,10909,300352,0,2,1,17,20,20,22,28,25,33,21,0,0,98,88,186,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39.57,502,0,15,12.59,0,-999,7,26.57,3,0,6,7,2,2,13,6,39,5,1,0,0
313,1,9,9,109,10909,300353,0,2,1,25,12,22,10,20,20,17,19,0,0,84,61,145,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14.8,179,1,10,13.88,122,1.18852459,8,18.13,3,0,6,7,2,2,13,6,39,5,1,0,0
314,1,9,10,109,10910,300287,0,2,1,288,291,316,304,369,387,346,398,0,0,1319,1380,2699,0.0451,0.0137,0.0475,0.0066,0.0488,0.0233,0.0202,0.0201,0,0,0.0402,0.0167,0.0282,78,34.49,-999,1,121,22.26,9,299.8888889,117,23.07,3,0,6,7,2,2,13,6,39,5,1,0,0
315,1,9,10,109,10910,300290,1,2,1,44,33,46,39,47,42,53,41,0,0,190,155,345,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34.64,628,1,25,13.86,8,43.125,19,18.16,3,0,6,7,2,2,13,6,39,5,1,0,0
316,1,9,10,109,10910,300332,0,2,1,23,26,25,18,27,22,25,23,0,0,100,89,189,0,0.0385,0,0,0.037,0.0455,0.04,0,0,0,0.02,0.0225,0.0212,8,24.18,145,1,21,9.17,281,0.672597865,13,14.54,3,0,6,7,2,2,13,6,39,5,1,0,0
317,1,9,10,109,10910,300342,0,2,1,27,19,37,28,34,23,32,25,0,0,130,95,225,0.037,0,0.027,0,0.0294,0,0,0,0,0,0.0231,0,0.0133,5,43,138,2,5,43,52,4.326923077,11,20.45,3,0,6,7,2,2,13,6,39,5,1,0,0
318,1,9,10,109,10910,300306,0,2,1,26,33,41,17,36,38,27,41,0,0,130,129,259,0.0385,0,0,0,0.0556,0.0263,0,0.0244,0,0,0.0231,0.0155,0.0193,7,37.67,336,1,13,19.94,45,5.755555556,13,19.92,3,0,6,7,2,2,13,6,39,5,1,0,0
319,1,9,10,109,10910,300311,0,2,1,24,25,30,19,17,24,17,20,0,0,88,88,176,0,0,0,0,0.0588,0,0.0588,0,0,0,0.0227,0,0.0114,13,13.11,236,1,21,8.3,24,7.333333333,13,13.54,3,0,6,7,2,2,13,6,39,5,1,0,0
320,1,9,10,109,10910,300329,0,2,1,32,24,37,28,37,38,42,29,0,0,148,119,267,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20.28,273,1,29,9.36,60,4.45,14,19.07,3,0,6,7,2,2,13,6,39,5,1,0,0
321,1,9,10,109,10910,300330,0,2,1,60,36,49,56,76,47,54,38,0,0,239,177,416,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30.78,268,2,16,26.38,40,10.4,20,20.8,3,0,6,7,2,2,13,6,39,5,1,0,0
322,1,9,11,109,10911,300314,1,2,1,49,35,62,56,67,78,50,47,0,0,228,216,444,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24.25,750,1,29,15.09,75,5.92,28,15.86,3,0,6,7,2,2,13,6,39,5,1,0,0
323,1,9,11,109,10911,300340,0,2,1,42,38,49,52,44,46,70,43,0,0,205,179,384,0.0238,0,0.102,0.0192,0.0227,0,0.0286,0.0465,0,0,0.0439,0.0168,0.0313,14,27.1,504,1,41,9.34,49,7.836734694,22,17.45,3,0,6,7,2,2,13,6,39,5,1,0,0
324,1,9,11,109,10911,300341,0,2,1,419,427,434,460,503,501,492,501,0,0,1848,1889,3737,0.0239,0.0141,0.0184,0.013,0.0378,0.018,0.0305,0.012,0,0,0.0281,0.0143,0.0211,91,41.23,-999,1,90,41.52,316,11.82594937,153,24.42,3,0,6,7,2,2,13,6,39,5,1,0,0
325,1,9,11,109,10911,300351,0,2,1,37,32,41,35,35,26,52,29,0,0,165,122,287,0,0,0.0244,0,0,0,0,0,0,0,0.0061,0,0.0035,10,29,-999,0,24,11.94,137,2.094890511,24,11.96,3,0,6,7,2,2,13,6,39,5,1,0,0
326,1,9,12,109,10912,300272,0,2,1,23,20,27,29,25,16,22,26,0,0,97,91,188,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17.25,404,0,22,8.63,148,1.27027027,12,15.67,3,0,6,7,2,2,13,6,39,5,1,0,0
327,1,9,12,109,10912,300274,0,2,1,56,48,79,57,82,68,69,71,0,0,286,244,530,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23.15,331,2,39,13.64,80,6.625,24,22.08,3,0,6,7,2,2,13,6,39,5,1,0,0
328,1,9,12,109,10912,300289,0,2,1,31,27,34,34,31,25,49,35,0,0,145,121,266,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25.36,274,1,9,29.58,114,2.333333333,16,16.63,3,0,6,7,2,2,13,6,39,5,1,0,0
329,1,9,12,109,10912,300323,0,2,1,113,100,88,86,71,80,106,106,0,0,378,372,750,0,0,0,0,0.0141,0,0,0,0,0,0.0026,0,0.0013,24,31.48,-999,0,34,22.11,263,2.851711027,32,23.44,3,0,6,7,2,2,13,6,39,5,1,0,0
330,1,9,13,109,10913,300321,1,2,1,109,102,122,112,97,104,105,96,0,0,433,414,847,0.0275,0.0196,0.0328,0.0179,0.0825,0.0096,0.0381,0,0,0,0.0439,0.0121,0.0283,25,33.91,646,1,39,21.98,92,9.206521739,38,22.29,3,0,6,7,2,2,13,6,39,5,1,0,0
331,1,9,13,109,10913,300348,1,2,1,212,243,251,285,256,276,260,295,0,0,979,1099,2078,0.0047,0.0041,0.004,0.0035,0.0039,0,0.0038,0.0034,0,0,0.0041,0.0027,0.0034,41,50.16,-999,2,66,31.56,250,8.312,99,20.99,3,0,6,7,2,2,13,6,39,5,1,0,0
332,1,9,14,109,10914,300328,1,2,2,209,205,166,192,237,221,254,235,0,0,866,853,1719,0.0191,0.0049,0.0181,0.0052,0.0127,0.0136,0.0197,0,0,0,0.0173,0.0059,0.0116,62,27.6,-999,1,42,40.97,140,12.27857143,85,20.22,3,0,6,7,2,2,13,6,39,5,1,0,0
333,1,9,14,109,10914,300349,0,2,1,23,15,31,15,27,24,22,16,0,0,103,70,173,0,0,0,0,0,0.0417,0,0,0,0,0,0.0143,0.0058,6,28.63,287,1,18,9.54,15,11.53333333,13,13.31,3,0,6,7,2,2,13,6,39,5,1,0,0
334,1,9,14,109,10914,300360,0,2,1,39,23,43,26,39,34,54,36,0,0,175,119,294,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30.07,298,1,18,16.7,52,5.653846154,15,19.6,3,0,6,7,2,2,13,6,39,5,1,0,0
335,1,9,14,109,10914,321208,0,2,1,7,4,14,7,13,9,14,10,0,0,48,30,78,0,0,0,0,0,0,0,0.1,0,0,0,0.0333,0.0128,5,15.86,53,1,13,6.17,160,0.4875,10,7.8,3,0,6,7,2,2,13,6,39,5,1,0,0
336,1,9,15,109,10915,300347,0,2,1,11,4,7,11,11,9,17,15,0,0,46,39,85,0,0,0,0,0,0.1111,0,0,0,0,0,0.0256,0.0118,11,7.82,627,0,38,2.22,153,0.555555556,12,7.08,3,0,6,7,2,2,13,6,39,5,1,0,0
337,1,9,15,109,10915,300354,1,2,1,89,70,74,66,103,99,98,59,0,0,364,294,658,0.0112,0,0,0,0.0097,0,0,0,0,0,0.0055,0,0.003,15,43.24,-999,0,38,17.16,0,-999,28,23.5,3,0,6,7,2,2,13,6,39,5,1,0,0
338,1,9,15,109,10915,300357,0,2,1,20,21,25,23,22,23,26,23,0,0,93,90,183,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21.17,529,0,6,31.75,0,-999,11,16.64,3,0,6,7,2,2,13,6,39,5,1,0,0
339,1,9,15,109,10915,300296,0,2,1,2,7,8,6,8,5,4,7,0,0,22,25,47,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.56,373,0,8,5.67,75,0.626666667,10,4.7,3,0,6,7,2,2,13,6,39,5,1,0,0
340,1,9,15,109,10915,300303,0,2,1,11,7,22,11,11,14,12,10,0,0,56,42,98,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17.38,-999,0,21,4.71,5,19.6,10,9.8,3,0,6,7,2,2,13,6,39,5,1,0,0
341,1,9,15,109,10915,300324,0,2,1,7,11,8,6,5,9,5,6,0,0,25,32,57,0,0,0,0,0.2,0,0,0,0,0,0.04,0,0.0175,8,7.6,138,0,15,3.8,54,1.055555556,7,8.14,3,0,6,7,2,2,13,6,39,5,1,0,0
342,1,9,15,109,10915,300359,0,2,1,34,29,40,26,27,33,35,43,0,0,136,131,267,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26.86,414,1,11,23.5,0,-999,14,19.07,3,0,6,7,2,2,13,6,39,5,1,0,0
343,1,9,15,109,10915,300361,0,2,1,26,14,30,22,27,35,22,20,0,0,105,91,196,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32.38,50,4,17,11.26,100,1.96,13,15.08,3,0,6,7,2,2,13,6,39,5,1,0,0
344,1,9,16,109,10916,300318,0,2,1,13,13,21,10,21,21,26,16,0,0,81,60,141,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11.81,240,1,21,6.75,173,0.815028902,11,12.82,3,0,6,7,2,2,13,6,39,5,1,0,0
345,1,9,16,109,10916,300356,1,2,1,194,203,219,179,224,233,255,242,0,0,892,857,1749,0.0052,0,0.0091,0,0.0045,0.0043,0.0078,0,0,0,0.0067,0.0012,0.004,45,38.82,-999,1,85,20.68,135,12.95555556,58,30.16,3,0,6,7,2,2,13,6,39,5,1,0,0
346,1,9,19,109,10919,300269,0,2,1,17,16,18,22,21,20,26,31,0,0,82,89,171,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55.5,146,1,7,24.67,76,2.25,10,17.1,3,0,6,7,2,2,13,6,39,5,1,0,0
347,1,9,19,109,10919,300278,1,2,1,44,49,52,46,52,52,37,44,0,0,185,191,376,0.0227,0,0.0385,0,0.0577,0,0,0,0,0,0.0324,0,0.016,12,32.67,394,1,22,17.29,137,2.744525547,24,15.67,3,0,6,7,2,2,13,6,39,5,1,0,0
348,1,9,19,109,10919,300279,0,2,1,77,48,73,66,63,60,81,68,0,0,294,242,536,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34.87,774,1,26,20.56,89,6.02247191,21,25.52,3,0,6,7,2,2,13,6,39,5,1,0,0
349,1,9,19,109,10919,300292,0,2,1,25,21,24,18,42,24,27,23,0,0,118,86,204,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27.09,123,2,10,21.29,21,9.714285714,13,15.69,3,0,6,7,2,2,13,6,39,5,1,0,0
350,1,9,19,109,10919,300305,0,2,1,26,21,22,30,27,20,22,30,0,0,97,101,198,0,0,0,0,0,0,0,0,0,0,0,0,0,4,54,131,2,10,20.77,121,1.636363636,13,15.23,3,0,6,7,2,2,13,6,39,5,1,0,0
351,1,9,19,109,10919,300317,0,2,1,24,28,40,36,38,43,40,58,0,0,142,165,307,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38.75,329,1,6,51.67,75,4.093333333,17,18.06,3,0,6,7,2,2,13,6,39,5,1,0,0
352,1,9,19,109,10919,300336,0,2,1,20,22,26,24,16,17,29,23,0,0,91,86,177,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16.29,167,1,9,19,53,3.339622642,14,12.64,3,0,6,7,2,2,13,6,39,5,1,0,0
353,1,9,19,109,10919,300337,0,2,1,24,18,28,32,29,24,32,32,0,0,113,106,219,0.0833,0,0.1071,0,0.0345,0,0,0,0,0,0.0531,0,0.0274,9,24.36,412,1,16,14.11,99,2.212121212,13,16.85,3,0,6,7,2,2,13,6,39,5,1,0,0
354,1,9,17,109,10917,300309,1,2,1,91,119,118,107,119,113,141,138,0,0,469,477,946,0,0,0.0169,0,0.0084,0.0088,0.0071,0,0,0,0.0085,0.0021,0.0053,32,29.31,-999,1,47,20.05,110,8.6,60,15.77,3,0,6,7,2,2,13,6,39,5,1,0,0
355,1,9,18,109,10918,300275,0,2,1,58,63,79,67,71,83,99,80,0,0,307,293,600,0,0,0,0,0.0141,0,0.0101,0,0,0,0.0065,0,0.0033,31,19.55,-999,0,34,17.55,128,4.6875,33,18.18,3,0,6,7,2,2,13,6,39,5,1,0,0
356,1,9,18,109,10918,321203,0,2,1,45,29,32,43,40,59,47,49,0,0,164,180,344,0,0,0,0,0,0,0,0.0204,0,0,0,0.0056,0.0029,23,14.78,574,1,28,12.45,52,6.615384615,16,21.5,3,0,6,7,2,2,13,6,39,5,1,0,0
357,1,9,20,109,10920,300363,1,2,1,301,314,256,353,319,390,358,438,0,0,1234,1495,2729,0,0,0,0,0,0,0,0.0023,0,0,0,7.00E-04,4.00E-04,81,33.56,-999,1,74,36.92,49,55.69387755,121,22.55,3,0,6,7,2,2,13,6,39,5,1,0,0
358,1,9,20,109,10920,300333,0,2,1,38,19,33,22,30,25,36,35,0,0,137,101,238,0.0263,0,0.0606,0,0,0,0.0556,0.0571,0,0,0.0365,0.0198,0.0294,11,22.13,706,0,18,13.28,253,0.940711462,15,15.87,3,0,6,7,2,2,13,6,39,5,1,0,0
359,1,9,21,109,10921,300283,0,2,1,22,30,24,40,32,31,25,30,0,0,103,131,234,0.0455,0.0333,0,0,0.0625,0,0,0,0,0,0.0291,0.0076,0.0171,12,19.35,239,1,9,27.42,0,-999,14,16.71,3,0,6,7,2,2,13,6,39,5,1,0,0
360,1,9,21,109,10921,300316,0,2,1,49,44,65,61,64,54,73,56,0,0,251,215,466,0,0,0.0308,0,0,0,0,0,0,0,0.008,0,0.0043,20,22.9,624,1,33,14.2,16,29.125,28,16.64,3,0,6,7,2,2,13,6,39,5,1,0,0
361,1,9,21,109,10921,300327,0,2,1,18,42,27,31,31,28,37,32,0,0,113,133,246,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27.23,213,1,22,11.06,132,1.863636364,15,16.4,3,0,6,7,2,2,13,6,39,5,1,0,0
362,1,9,21,109,10921,300365,1,2,1,289,292,351,357,382,370,328,395,0,0,1350,1414,2764,0.0346,0.0171,0.0285,0.0112,0.0236,0.0162,0.0549,0.0203,0,0,0.0348,0.0163,0.0253,58,48.07,-999,1,51,54.23,81,34.12345679,117,23.62,3,0,6,7,2,2,13,6,39,5,1,0,0
363,1,9,21,109,10921,300293,0,2,1,10,15,16,14,21,16,16,17,0,0,63,62,125,0,0,0.0625,0,0,0,0,0,0,0,0.0159,0,0.008,5,26.29,170,1,7,18.4,74,1.689189189,7,17.86,3,0,6,7,2,2,13,6,39,5,1,0,0
364,1,9,21,109,10921,300313,0,2,1,18,17,25,25,32,39,32,20,0,0,107,101,208,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24.67,306,1,22,9.25,315,0.66031746,12,17.33,3,0,6,7,2,2,13,6,39,5,1,0,0
365,1,9,21,109,10921,300338,0,2,1,18,29,13,32,33,34,13,19,0,0,77,114,191,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18.63,808,0,12,16.56,56,3.410714286,14,13.64,3,0,6,7,2,2,13,6,39,5,1,0,0
366,1,9,22,109,10922,300271,0,2,1,45,34,47,39,53,45,55,46,0,0,200,164,364,0,0.0294,0,0,0.0189,0.0222,0,0.0217,0,0,0.005,0.0183,0.011,13,28.11,381,1,18,19.78,46,7.913043478,17,21.41,3,0,6,7,2,2,13,6,39,5,1,0,0
367,1,9,22,109,10922,300284,0,2,1,19,20,18,19,24,27,21,13,0,0,82,79,161,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17.15,441,0,22,7.19,167,0.964071856,13,12.38,3,0,6,7,2,2,13,6,39,5,1,0,0
368,1,9,22,109,10922,300298,0,2,1,18,16,26,27,30,34,44,32,0,0,118,109,227,0,0,0.0769,0,0.0333,0,0,0,0,0,0.0254,0,0.0132,10,22.27,399,1,18,12.85,71,3.197183099,13,17.46,3,0,6,7,2,2,13,6,39,5,1,0,0
369,1,9,22,109,10922,300308,1,2,2,288,300,326,334,364,353,361,387,0,0,1339,1374,2713,0.0174,0.0033,0.0184,0.015,0.0412,0.0227,0.036,0.0103,0,0,0.0291,0.0131,0.021,72,37.64,-999,1,109,24.87,115,23.59130435,110,24.66,3,0,6,7,2,2,13,6,39,5,1,0,0
370,1,9,22,109,10922,300334,0,2,1,56,39,56,34,58,36,51,37,0,0,221,146,367,0.0179,0,0.0357,0.0294,0.0345,0.0278,0.0196,0.027,0,0,0.0271,0.0205,0.0245,11,32.5,261,1,30,12.09,2,183.5,16,22.94,3,0,6,7,2,2,13,6,39,5,1,0,0
371,1,9,22,109,10922,300366,0,2,1,26,28,37,31,41,40,48,40,0,0,152,139,291,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20.72,660,0,38,7.61,228,1.276315789,13,22.38,3,0,6,7,2,2,13,6,39,5,1,0,0
372,1,11,1,111,11101,300099,0,2,1,15,9,19,19,20,14,24,25,0,0,78,67,145,0,0,0.0526,0,0.05,0,0,0,0,0,0.0256,0,0.0138,8,18.09,145,1,15,9.95,9,16.11111111,6,24.17,2,0,6,6,2,2,11,16,135,6,1,0,0
373,1,11,1,111,11101,300116,0,2,1,24,18,35,26,34,31,45,31,0,0,138,106,244,0.0833,0,0,0,0,0,0,0,0,0,0.0145,0,0.0082,11,22.38,286,1,16,14.92,0,-999,14,17.43,2,0,6,6,2,2,11,16,135,6,1,0,0
374,1,11,1,111,11101,300126,0,2,1,5,7,8,13,10,8,6,11,0,0,29,39,68,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.75,68,1,10,6.71,0,-999,7,9.71,2,0,6,6,2,2,11,16,135,6,1,0,0
375,1,11,1,111,11101,321001,0,2,3,17,8,13,10,8,10,9,17,0,0,47,45,92,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13.56,106,1,14,6.78,48,1.916666667,6,15.33,2,0,6,6,2,2,11,16,135,6,1,0,0
376,1,11,1,111,11101,500602,0,1,1,129,131,156,163,164,144,170,180,0,0,619,618,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,17,73.24,729,2,14,90.47,60,20.61666667,40,30.93,2,0,6,6,2,2,11,16,135,6,1,0,1
377,1,9,12,109,10912,300345,1,2,1,349,279,420,353,410,410,450,443,0,0,1629,1485,3114,0.0115,0.0072,0.0095,0.0085,0.0122,0.0049,0.0111,0.0135,0,0,0.011,0.0088,0.01,69,44.96,-999,2,40,77.73,220,14.15454545,125,24.91,3,0,6,7,2,2,13,6,39,5,1,0,1
378,1,11,1,111,11101,300118,1,2,2,305,275,332,349,387,404,454,424,0,0,1478,1452,2930,0.0131,0.0036,0.0151,0.0029,0.0181,0.0099,0.0198,0.0118,0,0,0.0169,0.0076,0.0123,73,40.19,-999,2,63,46.7,185,15.83783784,179,16.37,2,0,6,6,2,2,11,16,135,6,1,0,1
379,1,11,1,111,11101,324103,0,4,1,51,40,60,46,53,49,40,41,0,0,204,176,380,0,0.025,0.0167,0.0217,0.0189,0,0,0,0,0,0.0098,0.0114,0.0105,12,31.67,378,1,17,22.35,0,-999,17,22.35,2,0,6,6,2,2,11,16,135,6,1,0,0
380,2,5,2,205,20502,500023,0,1,1,26,9,26,19,34,29,25,30,0,0,111,87,198,0,0,0,0,0.0294,0,0.04,0,0,0,0.018,0,0.0101,10,18.87,410,0,11,17.69,2,99,13,15.23,11,1,2,6,2,0,15,6,43,5,1,0,0
381,2,5,8,205,20508,500073,0,1,2,33,29,34,26,46,38,33,37,0,0,146,130,276,0.0303,0.069,0.1471,0.0769,0.0652,0,0.1212,0,0,0,0.089,0.0308,0.0616,14,19.33,292,1,18,15.62,24,11.5,16,17.25,11,1,2,6,2,0,15,6,43,5,1,0,0
382,2,5,17,205,20517,500077,0,1,1,21,26,22,14,19,18,17,12,0,0,79,70,149,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19.09,195,1,11,13.13,50,2.98,8,18.63,11,1,2,6,2,0,15,6,43,5,1,0,0
383,2,5,18,205,20518,501202,0,1,1,55,37,54,43,53,52,41,60,0,0,203,192,395,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24.14,403,1,17,23.05,101,3.910891089,20,19.75,11,1,2,6,2,0,15,6,43,5,1,0,0
384,2,5,21,205,20521,500068,0,1,1,21,18,25,22,25,20,24,15,0,0,95,75,170,0.0476,0,0.04,0,0.04,0,0,0,0,0,0.0316,0,0.0176,8,20.09,131,1,12,14.73,51,3.333333333,7,24.29,11,1,2,6,2,0,15,6,43,5,1,0,0
385,2,5,21,205,20521,500082,0,1,1,21,20,17,14,17,15,14,11,0,0,69,60,129,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20.63,140,1,7,18.33,0,-999,8,16.13,11,1,2,6,2,0,15,6,43,5,1,0,0
386,2,5,22,205,20522,500081,0,1,1,57,50,55,50,61,59,59,52,0,0,232,211,443,0.0526,0,0.0182,0,0.0656,0.0508,0.0339,0,0,0,0.0431,0.0142,0.0293,13,34.28,368,1,23,19.28,0,-999,20,22.15,11,1,2,6,2,0,15,6,43,5,1,0,0
387,2,5,22,205,20522,500092,0,1,2,87,86,90,111,105,107,92,96,0,0,374,400,774,0.0345,0,0.0222,0.027,0.0381,0.0374,0.0652,0.0521,0,0,0.0401,0.03,0.0349,25,31.3,461,2,28,27.18,145,5.337931034,28,27.64,11,1,2,6,2,0,15,6,43,5,1,0,0
388,2,5,23,205,20523,500075,0,1,1,24,24,37,15,28,22,23,27,0,0,112,88,200,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28.57,224,1,11,18.18,0,-999,11,18.18,11,1,2,6,2,0,15,6,43,5,1,0,0
389,2,5,23,205,20523,500076,0,1,1,21,19,23,23,30,30,28,18,0,0,102,90,192,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31.25,184,1,5,41.67,13,14.76923077,13,14.77,11,1,2,6,2,0,15,6,43,5,1,0,0
390,2,5,24,205,20524,500094,0,1,1,26,33,55,46,41,50,41,29,0,0,163,158,321,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33.92,274,1,4,81.4,96,3.34375,14,22.93,11,1,2,6,2,0,15,6,43,5,1,0,0
391,2,5,26,205,20526,500016,0,1,1,29,20,29,25,29,32,32,23,0,0,119,100,219,0.3103,0.05,0.1034,0.12,0.0345,0.0938,0.125,0,0,0,0.1429,0.07,0.1096,5,47.57,-999,0,7,33.3,0,-999,15,14.6,11,1,2,6,2,0,15,6,43,5,1,0,0
392,2,5,26,205,20526,500022,0,1,1,27,20,20,26,12,16,14,16,0,0,73,78,151,0.1111,0.05,0.05,0.0385,0.0833,0,0,0.0625,0,0,0.0685,0.0385,0.053,7,23.22,103,1,11,13.93,402,0.375621891,8,18.88,11,1,2,6,2,0,15,6,43,5,1,0,0
393,2,5,27,205,20527,500091,0,1,1,11,14,20,13,28,24,19,15,0,0,78,66,144,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39.8,59,2,8,18.09,3,48,9,16,11,1,2,6,2,0,15,6,43,5,1,0,0
394,2,5,28,205,20528,500093,0,1,1,12,8,17,13,19,14,17,12,0,0,65,47,112,0,0,0,0.0769,0.1053,0,0,0,0,0,0.0308,0.0213,0.0268,6,20.14,112,1,6,20.14,0,-999,5,22.4,11,1,2,6,2,0,15,6,43,5,1,0,0
395,2,5,29,205,20529,500086,0,1,1,28,26,21,19,12,25,15,19,0,0,76,89,165,0.0357,0.0385,0.0476,0,0.0833,0,0.0667,0,0,0,0.0526,0.0112,0.0303,3,65.33,72,2,3,65.33,0,-999,8,20.63,11,1,2,6,2,0,15,6,43,5,1,0,0
396,2,5,29,205,20529,500014,0,1,1,21,26,25,26,17,36,24,25,0,0,87,113,200,0,0,0,0.0385,0.0588,0,0,0.04,0,0,0.0115,0.0177,0.015,8,25.1,208,1,10,20.92,44,4.545454545,15,13.33,11,1,2,6,2,0,15,6,43,5,1,0,0
397,2,5,29,205,20529,500070,0,1,1,30,28,41,30,32,32,39,24,0,0,142,114,256,0.1333,0.0714,0.0244,0.0333,0.125,0.0313,0.0769,0.1667,0,0,0.0845,0.0702,0.0781,2,156.5,51,5,2,156.5,0,-999,11,23.27,11,1,2,6,2,0,15,6,43,5,1,0,0
398,2,5,34,205,20534,500088,0,1,1,57,44,60,43,41,51,63,56,0,0,221,194,415,0.0351,0,0.0833,0.0233,0.0976,0.0392,0.0635,0.0179,0,0,0.0679,0.0206,0.0458,28,14.82,359,1,22,18.65,92,4.510869565,21,19.76,11,1,2,6,2,0,15,6,43,5,1,0,0
399,2,5,2,205,20502,500021,0,3,1,8,10,9,17,14,11,14,20,0,0,45,58,103,0,0,0.1111,0.1176,0.0714,0,0.1429,0,0,0,0.0889,0.0345,0.0583,3,34.33,80,1,3,34.33,0,-999,8,12.88,11,1,2,6,2,0,15,6,43,5,1,0,0
